1.000000,0.000000,1359.100000,413.270001,120.260000,362.769997,2.309200,-1.000000,-1.000000
1.000000,1.000000,571.030000,402.130001,104.560000,315.679997,1.502800,-1.000000,-1.000000
2.000000,0.000000,1359.100000,413.270001,120.260000,362.769997,2.473100,-1.000000,-1.000000
2.000000,1.000000,583.371071,444.588126,85.785924,259.351473,1.236900,-1.000000,-1.000000
2.000000,2.000000,729.000000,457.000001,39.000000,118.999997,0.408580,-1.000000,-1.000000
3.000000,0.000000,1359.100000,413.270001,120.260000,362.769997,2.338700,-1.000000,-1.000000
3.000000,1.000000,573.125222,409.314773,101.427715,306.430628,0.799230,-1.000000,-1.000000
4.000000,0.000000,1378.221505,413.270001,120.260000,362.769997,2.210400,-1.000000,-1.000000
4.000000,1.000000,586.626346,424.324505,100.385489,303.254722,0.931380,-1.000000,-1.000000
5.000000,0.000000,1384.952150,413.270001,120.260000,362.769997,2.429600,-1.000000,-1.000000
5.000000,1.000000,585.979577,439.006922,90.968065,274.886119,0.827070,-1.000000,-1.000000
5.000000,3.000000,1480.300000,413.270001,120.260000,362.769997,0.802950,-1.000000,-1.000000
6.000000,0.000000,1402.654931,413.270001,120.260000,362.769997,2.637100,-1.000000,-1.000000
6.000000,1.000000,588.832535,442.930786,90.222881,272.640713,1.022500,-1.000000,-1.000000
6.000000,3.000000,1480.300000,413.270001,120.260000,362.769997,0.876140,-1.000000,-1.000000
7.000000,0.000000,1402.064320,399.343030,131.438488,396.409812,2.562900,-1.000000,-1.000000
7.000000,1.000000,591.674593,439.514755,94.111142,284.352899,1.424200,-1.000000,-1.000000
7.000000,3.000000,1499.500519,413.270001,120.260000,362.769997,0.779580,-1.000000,-1.000000
8.000000,0.000000,1406.738990,392.391668,131.572164,396.797433,2.346200,-1.000000,-1.000000
8.000000,1.000000,592.921081,437.233328,96.284686,290.893295,1.631600,-1.000000,-1.000000
8.000000,2.000000,729.808755,446.883359,41.861582,127.594228,0.450470,-1.000000,-1.000000
8.000000,3.000000,1506.258977,413.270001,120.260000,362.769997,1.533600,-1.000000,-1.000000
9.000000,0.000000,1418.220342,389.252322,136.525452,411.682265,2.428600,-1.000000,-1.000000
9.000000,1.000000,593.262704,435.739458,97.414601,294.287576,1.320100,-1.000000,-1.000000
9.000000,3.000000,1508.427177,413.270001,120.260000,362.769997,2.248000,-1.000000,-1.000000
