1.000000,426.000000,125.450000,159.390001,55.569000,168.709997,1.614200,-1.000000,-1.000000
1.000000,427.000000,14.929000,140.290001,68.644000,207.929997,1.558300,-1.000000,-1.000000
2.000000,426.000000,122.408639,158.654963,59.441674,180.334861,0.977880,-1.000000,-1.000000
2.000000,427.000000,14.929000,140.290001,68.644000,207.929997,1.421600,-1.000000,-1.000000
3.000000,426.000000,129.764416,145.663739,63.651374,193.024638,1.849700,-1.000000,-1.000000
3.000000,427.000000,14.929000,140.290001,68.644000,207.929997,1.613700,-1.000000,-1.000000
4.000000,426.000000,131.889866,142.186444,64.648936,196.018915,1.837200,-1.000000,-1.000000
4.000000,427.000000,15.709940,136.336830,72.612343,219.897684,1.582200,-1.000000,-1.000000
5.000000,426.000000,143.197800,151.681688,61.845343,187.548967,1.629500,-1.000000,-1.000000
5.000000,427.000000,25.037749,138.411691,70.519363,213.575898,0.918200,-1.000000,-1.000000
6.000000,426.000000,147.821978,156.272028,60.446330,183.325113,2.161300,-1.000000,-1.000000
6.000000,427.000000,30.302400,136.313456,72.641915,219.973166,1.147000,-1.000000,-1.000000
7.000000,426.000000,156.762038,158.498445,59.746686,181.215641,2.106800,-1.000000,-1.000000
7.000000,427.000000,32.486493,135.349600,73.631162,222.947576,1.600100,-1.000000,-1.000000
8.000000,426.000000,158.125323,148.392097,64.881730,196.719202,2.141600,-1.000000,-1.000000
8.000000,427.000000,34.340590,131.166988,77.204994,233.713440,1.590400,-1.000000,-1.000000
9.000000,426.000000,167.560147,153.320611,62.496418,189.514840,2.133300,-1.000000,-1.000000
9.000000,427.000000,44.176075,129.066727,78.999635,239.105768,1.492600,-1.000000,-1.000000
9.000000,429.000000,155.005692,103.890001,84.742000,256.229997,0.713670,-1.000000,-1.000000
10.000000,426.000000,171.734211,155.546043,63.385460,192.190905,2.292000,-1.000000,-1.000000
10.000000,427.000000,49.298620,128.184350,79.742380,241.324434,2.073300,-1.000000,-1.000000
11.000000,426.000000,180.643609,156.776469,63.877246,193.667526,2.503100,-1.000000,-1.000000
11.000000,427.000000,51.399047,127.978545,79.901879,241.785782,2.159400,-1.000000,-1.000000
11.000000,429.000000,166.562372,93.695464,90.432709,273.359442,0.512080,-1.000000,-1.000000
12.000000,426.000000,183.187599,144.594618,69.826080,211.614690,2.128100,-1.000000,-1.000000
12.000000,427.000000,61.043521,128.098806,79.784042,241.413707,2.699300,-1.000000,-1.000000
13.000000,426.000000,192.871752,148.681382,70.094955,212.401281,2.763600,-1.000000,-1.000000
13.000000,427.000000,65.924608,128.333017,79.573108,240.764196,2.255800,-1.000000,-1.000000
